Age,Temperature,Year
41620.0195,-8.73,-39670
41673.7695,-7.95,-39723
41724.9414,-8.22,-39774
41777.1836,-8.97,-39827
41832.457,-8.36,-39882
41885.3594,-8.8,-39935
41940.1992,-8.74,-39990
41994.8242,-8.75,-40044
42049.6992,-9.06,-40099
42105.7656,-9.04,-40155
42161.168,-8.22,-40211
42214.8008,-8.89,-40264
42268.1523,-7.52,-40318
42319.2695,-8.18,-40369
42370.8594,-8.36,-40420
42422.8047,-7.54,-40472
42472.7852,-7.55,-40522
42522.1875,-7.77,-40572
42572.6758,-8.46,-40622
42624.8398,-7.12,-40674
42673.6016,-8.52,-40723
42726.4883,-7.61,-40776
42776.5625,-7.94,-40826
42827.4922,-7.41,-40877
42876.2031,-6.75,-40926
42922.4609,-7.07,-40972
42969.4883,-7.02,-41019
43016.8047,-7.2,-41066
43063.7734,-6.62,-41113
43110.1172,-6.83,-41160
43156.8789,-7.51,-41206
43204.8594,-6.83,-41254
43252.418,-8.03,-41302
43303.3516,-7.93,-41353
43354.0273,-6.47,-41404
43399.5273,-6.93,-41449
43446.5078,-7.36,-41496
43495.3125,-7.9,-41545
43546.0664,-8.06,-41596
43597.0898,-7.37,-41647
43646.6523,-7.57,-41696
43696.3242,-7.81,-41746
43746.0977,-7.22,-41796
43796.2344,-8.42,-41846
43848.7383,-8.68,-41898
43902.1836,-8.02,-41952
43953.5859,-7.94,-42003
44004.9023,-8.74,-42054
44058.3555,-8.66,-42108
44112.4062,-8.31,-42162
44165.9531,-8.82,-42215
44220.7422,-8.77,-42270
44276.0078,-8.44,-42326
44329.9648,-8.04,-42379
44381.8711,-7.04,-42431
44431.0469,-7.63,-42481
44481.8086,-8.73,-42531
44534.9688,-8.3,-42584
44588.0078,-8.46,-42638
44640.9766,-7.9,-42690
44692.2422,-7.57,-42742
44742.668,-7.92,-42792
44793.7539,-7.8,-42843
44844.8242,-7.78,-42894
44895.5391,-7.57,-42945
44945.7812,-7.65,-42995
44996.1289,-7.75,-43046
45046.168,-7.17,-43096
45095.0234,-7.12,-43145
45142.543,-6.62,-43192
45189.4297,-7.04,-43239
45236.6836,-7.0,-43286
45284.168,-6.92,-43334
45331.3555,-6.59,-43381
45377.3008,-6.79,-43427
45423.6797,-6.51,-43473
45469.9023,-6.97,-43519
45516.8398,-6.9,-43566
45562.168,-5.27,-43612
45606.4023,-7.05,-43656
45651.8398,-6.19,-43701
45696.6992,-6.69,-43746
45742.3828,-5.44,-43792
45784.8477,-6.01,-43834
45827.0469,-5.35,-43877
45869.8086,-6.28,-43919
45912.3516,-4.25,-43962
45950.957,-5.14,-44000
45991.8984,-6.03,-44041
46035.5586,-6.86,-44085
46080.4414,-5.8,-44130
46123.9727,-5.24,-44173
46165.1797,-6.38,-44215
46209.7617,-6.31,-44259
46253.8086,-6.12,-44303
46297.8125,-6.18,-44347
46341.4883,-5.7,-44391
46384.3516,-5.72,-44434
46426.6406,-4.85,-44476
46465.8281,-4.57,-44515
46503.7773,-4.03,-44553
46541.75,-5.64,-44591
46583.0586,-5.51,-44633
46624.3125,-5.05,-44674
46665.5703,-5.68,-44715
46706.7891,-5.25,-44756
46748.3516,-6.58,-44798
46793.8125,-6.49,-44843
46839.5742,-6.86,-44889
46885.4414,-5.88,-44935
46930.0898,-6.44,-44980
46974.7695,-6.44,-45024
47019.8555,-6.17,-45069
47064.7266,-6.75,-45114
47111.0234,-6.8,-45161
47157.7344,-6.24,-45207
47202.5938,-6.44,-45252
47246.1719,-4.97,-45296
47289.3398,-6.67,-45339
47333.6016,-6.64,-45383
47380.2383,-7.15,-45430
47427.9141,-6.59,-45477
47474.2695,-6.97,-45524
47521.7969,-6.73,-45571
47568.6562,-7.0,-45618
47616.4492,-7.2,-45666
47663.9375,-6.24,-45713
47709.5664,-6.27,-45759
47755.2852,-7.13,-45805
47803.2578,-7.66,-45853
47852.4219,-6.65,-45902
47900.2695,-7.25,-45950
47949.9453,-8.94,-45999
48004.9102,-7.92,-46054
48057.9961,-8.02,-46107
48110.9883,-8.55,-46160
48164.9297,-7.94,-46214
48217.0703,-7.31,-46267
48267.7578,-7.99,-46317
48318.1914,-6.8,-46368
48366.5234,-6.63,-46416
48413.6953,-6.8,-46463
48460.9883,-7.31,-46510
48510.1289,-7.0,-46560
48558.3789,-8.51,-46608
48613.1289,-7.56,-46663
48663.7305,-6.93,-46713
48711.832,-8.32,-46761
48765.5781,-8.17,-46815
48818.9648,-7.08,-46868
48867.3867,-7.01,-46917
48915.2656,-6.54,-46965
48962.3906,-7.57,-47012
49012.3008,-7.67,-47062
49063.2695,-7.59,-47113
49114.6094,-8.17,-47164
49166.7695,-7.28,-47216
49217.6055,-8.05,-47267
49269.4883,-7.64,-47319
49321.543,-8.39,-47371
49374.6875,-7.36,-47424
49425.7578,-7.96,-47475
49477.168,-7.16,-47527
49526.3398,-6.75,-47576
49574.6211,-7.54,-47624
49624.293,-7.45,-47674
49673.0312,-6.1,-47723
49720.7617,-7.7,-47770
49770.2188,-7.67,-47820
49820.1133,-6.3,-47870
49868.6797,-7.67,-47918
49918.4375,-7.49,-47968
49969.7734,-8.18,-48019
50021.625,-7.06,-48071
50070.9141,-6.64,-48120
50118.2812,-6.96,-48168
50165.8828,-6.5,-48215
50212.332,-7.02,-48262
50260.7617,-7.53,-48310
50311.4062,-7.5,-48361
50361.8672,-7.06,-48411
50410.582,-7.05,-48460
50458.0586,-5.64,-48508
50503.3242,-7.17,-48553
50551.1289,-7.43,-48601
50601.9258,-8.11,-48651
50652.4727,-6.25,-48702
50700.5898,-7.02,-48750
50748.6914,-7.48,-48798
50797.7109,-6.59,-48847
50846.2617,-7.5,-48896
50895.8438,-7.37,-48945
50945.4062,-6.69,-48995
50993.1172,-6.71,-49043
51040.8008,-7.84,-49090
51092.3438,-7.38,-49142
51142.7539,-7.38,-49192
51192.8867,-7.22,-49242
51242.3477,-6.95,-49292
51290.6719,-7.02,-49340
51339.1523,-6.77,-49389
51386.9727,-7.21,-49436
51435.7031,-6.61,-49485
51482.7852,-6.42,-49532
51528.4727,-5.98,-49578
51574.8008,-7.41,-49624
51622.457,-6.57,-49672
51670.8984,-7.35,-49720
51718.8594,-6.11,-49768
51765.2383,-6.64,-49815
51811.3008,-5.49,-49861
51854.3594,-6.81,-49904
51901.3789,-6.26,-49951
51946.8125,-5.97,-49996
51989.6562,-4.62,-50039
52032.0547,-6.36,-50082
52074.9102,-5.24,-50124
52117.3633,-6.23,-50167
52162.7773,-7.27,-50212
52211.7422,-6.32,-50261
52258.2695,-6.86,-50308
52305.2383,-6.32,-50355
52351.8867,-6.75,-50401
52398.0625,-6.07,-50448
52443.0195,-5.66,-50493
52487.6367,-7.04,-50537
52534.5234,-5.97,-50584
52579.5,-6.35,-50629
52624.8633,-5.28,-50674
52667.9922,-6.72,-50717
52713.3906,-6.11,-50763
52757.0664,-4.61,-50807
52799.2617,-6.11,-50849
52842.5742,-6.18,-50892
52887.6641,-6.62,-50937
52934.6328,-6.82,-50984
52982.1641,-6.33,-51032
53026.1523,-4.25,-51076
53067.4688,-5.75,-51117
53109.5156,-6.18,-51159
53153.2773,-5.08,-51203
53194.918,-5.41,-51244
53236.6484,-5.03,-51286
53277.6445,-5.18,-51327
53318.3555,-4.95,-51368
53358.8828,-4.92,-51408
53399.0742,-4.99,-51449
53439.7344,-5.29,-51489
53482.0469,-6.18,-51532
53526.2422,-6.3,-51576
53571.4648,-6.08,-51621
53617.3125,-7.19,-51667
53665.6602,-6.87,-51715
53713.875,-6.66,-51763
53760.9297,-5.54,-51810
53803.9766,-6.25,-51853
53848.4336,-5.54,-51898
53892.6523,-6.52,-51942
53937.7734,-6.25,-51987
53983.9922,-6.67,-52033
54030.5625,-6.5,-52080
54077.6055,-6.98,-52127
54124.9648,-5.66,-52174
54168.8594,-5.96,-52218
54213.0234,-5.83,-52263
54256.4062,-5.42,-52306
54300.6797,-7.04,-52350
54347.4922,-6.9,-52397
54395.875,-6.86,-52445
54444.6133,-7.4,-52494
54494.5508,-7.4,-52544
54544.4648,-6.79,-52594
54593.7695,-7.62,-52643
54644.8203,-7.9,-52694
54696.9414,-7.37,-52746
54748.0,-7.39,-52798
54797.0,-5.94,-52847
54843.1797,-6.6,-52893
54889.7227,-6.76,-52939
54937.1484,-6.14,-52987
54982.2852,-5.79,-53032
55026.7773,-6.93,-53076
55074.3633,-6.82,-53124
55121.6289,-6.04,-53171
55168.1797,-7.05,-53218
55215.8203,-6.85,-53265
55263.6094,-6.34,-53313
55310.4023,-6.59,-53360
55358.3828,-7.81,-53408
55408.6914,-6.79,-53458
55457.5938,-6.77,-53507
55505.4531,-6.81,-53555
55553.6367,-7.19,-53603
55603.207,-7.37,-53653
55653.9805,-7.91,-53703
55707.1992,-8.33,-53757
55761.332,-7.32,-53811
55812.6211,-7.35,-53862
55863.8281,-8.13,-53913
55917.7344,-8.38,-53967
55971.2539,-6.75,-54021
56022.8438,-8.67,-54072
56076.2383,-7.37,-54126
56128.3242,-7.29,-54178
56177.8047,-6.52,-54227
56225.8945,-6.88,-54275
56275.207,-8.08,-54325
56326.3906,-6.63,-54376
56375.6953,-7.0,-54425
56424.375,-7.1,-54474
56473.8086,-7.21,-54523
56523.1641,-6.64,-54573
56570.9062,-6.46,-54620
56618.1289,-7.61,-54668
56668.9414,-6.52,-54718
56716.4766,-7.18,-54766
56766.1406,-6.36,-54816
56812.3203,-6.13,-54862
56857.9062,-6.56,-54907
56903.4688,-5.32,-54953
56948.1797,-6.83,-54998
56993.9883,-6.25,-55043
57040.5195,-6.37,-55090
57085.957,-5.72,-55135
57129.7852,-5.2,-55179
57171.6367,-5.99,-55221
57215.6953,-4.97,-55265
57257.5781,-5.7,-55307
57300.1367,-5.58,-55350
57345.7344,-7.79,-55395
57394.6172,-6.66,-55444
57442.6914,-5.97,-55492
57487.7969,-5.75,-55537
57531.9258,-6.43,-55581
57578.1875,-6.61,-55628
57625.2734,-5.83,-55675
57669.0312,-5.23,-55719
57712.8438,-6.95,-55762
57760.0898,-7.16,-55810
57809.2812,-6.82,-55859
57857.2422,-6.23,-55907
57903.5781,-6.2,-55953
57948.9297,-5.97,-55998
57993.8555,-6.1,-56043
58038.6094,-5.25,-56088
58080.9844,-6.57,-56130
58126.7695,-5.28,-56176
58170.1914,-5.98,-56220
58212.1719,-4.42,-56262
58254.1523,-6.03,-56304
58296.5781,-5.03,-56346
58338.0938,-4.92,-56388
58379.207,-5.86,-56429
58422.4062,-5.66,-56472
58466.8242,-6.42,-56516
58510.543,-4.83,-56560
58552.1914,-4.6,-56602
58591.6016,-5.19,-56641
58633.2227,-5.44,-56683
58675.6953,-5.64,-56725
58717.8008,-4.89,-56767
58759.9961,-5.93,-56809
58803.2422,-5.8,-56853
58847.2344,-6.08,-56897
58892.1328,-5.78,-56942
58936.1328,-5.9,-56986
58980.2305,-5.8,-57030
59024.1211,-5.71,-57074
59067.4062,-5.41,-57117
59110.0117,-5.36,-57160
59152.6641,-7.08,-57202
59201.4883,-4.53,-57251
59241.6289,-6.16,-57291
59286.0508,-6.26,-57336
59332.9336,-7.3,-57382
59380.8594,-6.1,-57430
59425.8945,-4.82,-57475
59468.8672,-6.28,-57518
59513.5234,-6.55,-57563
59560.2266,-6.19,-57610
59605.9297,-5.85,-57655
59650.5,-7.15,-57700
59699.7461,-6.9,-57749
59747.4883,-5.32,-57797
59791.0938,-5.9,-57841
59834.875,-5.92,-57884
59879.0469,-5.72,-57929
59924.5,-7.27,-57974
59972.4023,-6.35,-58022
60019.9414,-6.78,-58069
60067.6875,-6.67,-58117
60115.7578,-7.25,-58165
60165.8398,-7.33,-58215
60216.3477,-6.92,-58266
60265.293,-6.66,-58315
60313.1992,-7.48,-58363
60364.4062,-6.97,-58414
60413.5586,-6.25,-58463
60459.7383,-7.25,-58509
60509.832,-6.73,-58559
60557.6719,-6.07,-58607
60602.8906,-5.79,-58652
60648.5039,-7.22,-58698
60697.0156,-6.91,-58747
60746.5742,-7.24,-58796
60796.9492,-7.52,-58846
60847.4961,-6.68,-58897
60896.0117,-6.45,-58946
60943.9102,-7.13,-58993
60993.832,-7.77,-59043
61044.5195,-6.43,-59094
61093.6445,-7.13,-59143
61142.4531,-6.86,-59192
61191.7539,-7.09,-59241
61241.5508,-7.32,-59291
61292.2344,-7.39,-59342
61342.9297,-7.01,-59392
61394.0898,-8.11,-59444
61447.0469,-7.6,-59497
61499.2266,-6.96,-59549
61549.7539,-7.44,-59599
61601.1328,-7.77,-59651
61653.6953,-7.52,-59703
61705.668,-7.26,-59755
61757.0195,-7.62,-59807
61809.3164,-7.77,-59859
61862.875,-8.37,-59912
61918.75,-8.22,-59968
61974.4961,-8.94,-60024
62033.293,-8.17,-60083
62089.0234,-7.94,-60139
62143.5664,-8.05,-60193
62198.3867,-8.19,-60248
62254.2148,-8.6,-60304
62311.7188,-8.86,-60361
62370.582,-8.57,-60420
62427.957,-7.25,-60477
62479.7734,-8.91,-60529
62538.7383,-8.89,-60588
62598.1523,-8.85,-60648
62657.0703,-8.53,-60707
62714.707,-8.24,-60764
62771.3164,-9.17,-60821
62832.2109,-9.47,-60882
62894.0898,-8.6,-60944
62952.7656,-8.41,-61002
63012.0156,-10.19,-61062
63079.1367,-9.27,-61129
63141.0586,-9.22,-61191
63202.9414,-9.41,-61252
63265.0312,-8.95,-61315
63325.6562,-9.3,-61375
63387.5469,-9.05,-61437
63448.2148,-8.83,-61498
63507.5664,-8.49,-61557
63563.9297,-6.68,-61613
63615.0,-6.82,-61665
63665.7383,-8.34,-61715
63719.6562,-6.63,-61769
63770.9414,-8.87,-61820
63828.8789,-7.88,-61878
63883.6094,-7.86,-61933
63937.668,-7.12,-61987
63989.0898,-7.45,-62039
64042.2695,-8.53,-62092
64100.1406,-9.08,-62150
64159.9023,-8.38,-62209
64218.4023,-8.78,-62268
64277.7773,-9.32,-62327
64339.8828,-8.71,-62389
64398.9492,-8.24,-62448
64456.7852,-8.82,-62506
64516.2852,-9.11,-62566
64577.2305,-8.4,-62627
64635.375,-9.24,-62685
64696.7656,-8.3,-62746
64755.9609,-9.34,-62805
64817.4492,-9.01,-62867
64878.8672,-8.82,-62928
64939.0859,-8.89,-62989
64998.4062,-7.72,-63048
65053.8555,-7.72,-63103
65110.793,-9.77,-63160
65173.0781,-8.36,-63223
65232.0664,-9.03,-63282
65293.1445,-8.67,-63343
65353.3438,-9.14,-63403
65415.3438,-9.42,-63465
65478.5625,-8.79,-63528
65539.4141,-9.56,-63589
65602.8359,-8.46,-63652
65663.0625,-9.0,-63713
65724.3047,-9.36,-63774
65787.8047,-9.59,-63837
65852.0625,-8.78,-63902
65913.8906,-9.29,-63963
65976.9297,-9.58,-64026
66041.9219,-9.48,-64091
66106.2969,-9.17,-64156
66170.1328,-9.81,-64220
66236.1953,-9.2,-64286
66299.2109,-9.11,-64349
66361.5312,-8.83,-64411
66423.0469,-9.04,-64473
66484.8203,-7.85,-64534
66541.3672,-9.71,-64591
66605.9922,-8.67,-64655
66667.1094,-8.46,-64717
66726.9688,-9.21,-64776
66789.8516,-9.23,-64839
66852.6562,-8.5,-64902
66913.375,-9.01,-64963
66975.625,-9.61,-65025
67040.9453,-8.82,-65090
67103.0547,-9.39,-65153
67167.1172,-9.26,-65217
67231.3516,-9.44,-65281
67296.0156,-8.86,-65346
67358.1406,-8.9,-65408
67420.6094,-9.4,-65470
67484.8984,-8.78,-65534
67545.8125,-7.81,-65595
67603.7422,-9.11,-65653
67665.8203,-9.12,-65715
67729.4297,-9.32,-65779
67792.9688,-7.12,-65842
67847.8203,-8.87,-65897
67908.3984,-8.6,-65958
67968.9219,-8.27,-66018
68028.5938,-9.06,-66078
68091.4844,-9.63,-66141
68158.1172,-9.51,-66208
68224.25,-9.31,-66274
68289.4453,-7.79,-66339
68345.9219,-8.04,-66395
68403.3594,-7.92,-66453
68460.1641,-7.59,-66510
68516.5234,-8.15,-66566
68573.8828,-7.77,-66623
68631.1094,-8.6,-66681
68691.5391,-8.14,-66741
68751.1797,-9.42,-66801
68815.5547,-8.96,-66865
68879.3359,-8.92,-66929
68942.7031,-9.71,-66992
69009.4688,-8.85,-67059
69074.0078,-9.67,-67124
69140.8828,-8.75,-67190
69203.6875,-9.22,-67253
69268.0547,-8.99,-67318
69332.0,-8.89,-67382
69394.4141,-7.26,-67444
69450.3672,-8.49,-67500
69510.6406,-8.8,-67560
69572.5234,-8.34,-67622
69632.2344,-6.91,-67682
69685.75,-7.58,-67735
69741.4766,-7.27,-67791
69796.2891,-7.94,-67846
69854.1562,-8.07,-67904
69912.5703,-7.49,-67962
69969.2344,-7.69,-68019
70025.3594,-7.34,-68075
70080.8047,-7.72,-68130
70137.2266,-6.79,-68187
70189.5781,-6.66,-68239
70241.2734,-7.55,-68291
70296.4219,-6.28,-68346
70347.1953,-6.69,-68397
70398.625,-6.61,-68448
70449.8828,-6.41,-68499
70499.5156,-5.2,-68549
70545.875,-6.04,-68595
70594.0078,-5.61,-68644
70640.9922,-5.63,-68690
70687.8047,-5.05,-68737
70732.5703,-5.5,-68782
70778.7109,-5.53,-68828
70825.6016,-5.98,-68875
70873.1172,-5.41,-68923
70922.0703,-7.72,-68972
70976.4062,-7.27,-69026
71030.25,-5.25,-69080
71078.4219,-7.09,-69128
71130.4922,-6.41,-69180
71181.5312,-6.21,-69231
71231.3203,-6.01,-69281
71280.3516,-6.04,-69330
71330.0547,-7.05,-69380
71383.3984,-7.19,-69433
71438.0156,-6.78,-69488
71490.7422,-6.88,-69540
71543.5234,-5.85,-69593
71592.4141,-6.71,-69642
71644.625,-6.84,-69694
71697.4922,-6.65,-69747
71750.0625,-7.0,-69800
71803.6172,-6.9,-69853
71856.8203,-6.6,-69906
71909.6953,-7.09,-69959
71963.8594,-7.28,-70013
72018.7891,-6.94,-70068
72074.0547,-8.05,-70124
72132.0703,-7.05,-70182
72187.1719,-7.59,-70237
72244.2344,-7.3,-70294
72300.9219,-8.24,-70350
72362.87,-8.89,-70412
72426.08,-7.9,-70476
72486.28,-8.14,-70536
72546.88,-8.32,-70596
72608.3,-8.19,-70658
72668.74,-7.66,-70718
72727.26,-7.6,-70777
72785.02,-7.63,-70835
72842.85,-7.42,-70892
72899.48,-7.17,-70949
72955.6,-7.66,-71005
73011.97,-6.58,-71061
73066.1,-6.89,-71116
73119.42,-6.51,-71169
73172.02,-6.45,-71222
73225.09,-7.55,-71275
73280.54,-6.16,-71330
73332.7,-7.1,-71382
73387.26,-6.45,-71437
73439.54,-7.39,-71489
73495.48,-5.53,-71545
73544.63,-6.91,-71594
73598.15,-6.23,-71648
73649.64,-6.23,-71699
73700.62,-6.11,-71750
73751.65,-6.62,-71801
73803.73,-6.04,-71853
73854.45,-5.97,-71904
73902.83,-4.21,-71952
73947.32,-5.39,-71997
73994.03,-5.52,-72044
74041.9,-5.56,-72091
74089.9,-4.83,-72139
74135.2,-5.7,-72185
74182.82,-4.51,-72232
74227.62,-5.06,-72277
74273.88,-5.86,-72323
74321.52,-4.92,-72371
74368.17,-5.15,-72418
74414.06,-4.97,-72464
74459.32,-4.47,-72509
74502.55,-3.52,-72552
74543.44,-4.64,-72593
74587.23,-4.08,-72637
74629.61,-4.44,-72679
74673.95,-5.59,-72723
74720.84,-5.29,-72770
74768.27,-5.26,-72818
74815.85,-5.72,-72865
74863.96,-5.34,-72913
74912.68,-6.11,-72962
74961.69,-5.19,-73011
75011.16,-6.67,-73061
75062.73,-6.22,-73112
75114.44,-5.86,-73164
75164.71,-5.82,-73214
75214.69,-5.98,-73264
75265.18,-6.1,-73315
75316.04,-5.99,-73366
75367.54,-6.62,-73417
75420.62,-6.67,-73470
75474.13,-6.22,-73524
75527.07,-6.96,-73577
75581.68,-6.52,-73631
75635.71,-7.41,-73685
75693.32,-6.78,-73743
75748.8,-7.6,-73798
75807.89,-7.94,-73857
75868.15,-7.43,-73918
75926.47,-6.77,-73976
75982.08,-6.99,-74032
76037.83,-6.38,-74087
76090.91,-6.31,-74140
76143.87,-7.51,-74193
76201.99,-6.91,-74251
76258.08,-6.75,-74308
76312.42,-6.1,-74362
76365.05,-6.28,-74415
76419.48,-8.09,-74469
76477.77,-5.99,-74527
76531.49,-6.98,-74581
76586.77,-6.1,-74636
76638.92,-6.38,-74688
76692.25,-7.18,-74742
76749.42,-6.95,-74799
76805.52,-6.65,-74855
76860.79,-6.89,-74910
76915.71,-6.21,-74965
76968.87,-6.06,-75018
77020.83,-6.03,-75070
77072.64,-6.12,-75122
77125.36,-6.78,-75175
77178.8,-5.16,-75228
77228.8,-6.38,-75278
77280.83,-5.77,-75330
77331.75,-5.66,-75381
77382.3,-6.31,-75432
77435.44,-7.08,-75485
77492.34,-6.43,-75542
77546.39,-6.46,-75596
77600.94,-7.04,-75650
77657.68,-7.05,-75707
77714.67,-6.81,-75764
77770.5,-6.38,-75820
77825.13,-6.69,-75875
77880.08,-6.44,-75930
77934.54,-6.6,-75984
77989.44,-5.94,-76039
78041.27,-6.2,-76091
78094.45,-6.63,-76144
78148.91,-5.69,-76198
78200.18,-5.75,-76250
78252.4,-7.4,-76302
78309.68,-6.64,-76359
78364.29,-5.25,-76414
78414.92,-5.61,-76464
78465.4,-6.12,-76515
78517.63,-6.13,-76567
78569.6,-5.34,-76619
78619.98,-5.67,-76669
78670.02,-5.45,-76720
78719.32,-4.92,-76769
78767.39,-5.1,-76817
78816.68,-6.32,-76866
78868.11,-5.41,-76918
78918.97,-5.64,-76968
78969.4,-5.67,-77019
79021.81,-7.15,-77071
79076.47,-5.02,-77126
79127.2,-6.06,-77177
79178.2,-5.13,-77228
79228.33,-6.27,-77278
79279.67,-4.44,-77329
79326.86,-4.88,-77376
79373.62,-4.76,-77423
79421.44,-5.59,-77471
79470.38,-4.96,-77520
79520.26,-6.29,-77570
79570.99,-4.71,-77620
79620.72,-5.99,-77670
79669.82,-4.26,-77719
79716.24,-4.06,-77766
79762.08,-5.57,-77812
79810.45,-5.13,-77860
79859.9,-5.44,-77909
79909.99,-5.77,-77959
79960.92,-5.45,-78010
80010.77,-4.86,-78060
80058.95,-4.92,-78108
80106.6,-4.9,-78156
80153.27,-3.8,-78203
80198.49,-5.96,-78248
80249.02,-4.62,-78299
80296.81,-5.39,-78346
80345.93,-4.37,-78395
80391.91,-4.91,-78441
80439.66,-5.26,-78489
80489.02,-5.01,-78539
80537.35,-5.04,-78587
80585.72,-4.86,-78635
80633.13,-4.38,-78683
80679.18,-4.66,-78729
80726.18,-5.14,-78776
80773.98,-4.49,-78823
80820.94,-4.69,-78870
80868.63,-5.52,-78918
80917.5,-4.74,-78967
80966.48,-5.5,-79016
81016.05,-5.28,-79066
81065.36,-4.72,-79115
81114.07,-5.49,-79164
81164.08,-5.63,-79214
81214.65,-5.05,-79264
81263.56,-4.65,-79313
81310.09,-3.91,-79360
81355.08,-4.35,-79405
81400.97,-5.26,-79450
81449.98,-5.21,-79499
81498.97,-4.37,-79548
81545.28,-4.37,-79595
81591.03,-4.37,-79641
81636.92,-4.8,-79686
81683.03,-2.65,-79733
81724.66,-4.14,-79774
81766.97,-3.38,-79816
81810.48,-4.21,-79860
81854.51,-4.07,-79904
81899.09,-3.93,-79949
81943.42,-5.03,-79993
81991.86,-4.26,-80041
82037.39,-4.59,-80087
82083.62,-3.71,-80133
82128.08,-4.74,-80178
82173.7,-3.85,-80223
82218.38,-3.91,-80268
82261.15,-2.97,-80311
82302.57,-3.12,-80352
82343.35,-3.63,-80393
82385.79,-2.96,-80435
82426.81,-3.59,-80476
82469.2,-3.87,-80519
82511.71,-3.04,-80561
82554.43,-4.4,-80604
82598.7,-3.59,-80648
82641.84,-2.01,-80691
82679.6,-3.79,-80729
82721.38,-3.58,-80771
82763.31,-2.77,-80813
82804.43,-3.48,-80854
82846.16,-3.74,-80896
82889.4,-3.73,-80939
82932.31,-3.14,-80982
82974.44,-3.95,-81024
83016.03,-2.49,-81066
83057.29,-3.52,-81107
83098.01,-2.48,-81148
83137.17,-2.65,-81187
83176.39,-2.76,-81226
83215.91,-2.83,-81265
83255.28,-2.47,-81305
83294.13,-2.3,-81344
83332.76,-3.68,-81382
83374.83,-3.41,-81424
83417.36,-3.56,-81467
83460.43,-4.04,-81510
83503.44,-2.84,-81553
83544.89,-4.09,-81594
83589.32,-3.63,-81639
83632.2,-3.37,-81682
83674.68,-3.71,-81724
83716.28,-2.56,-81766
83756.46,-2.51,-81806
83796.14,-4.69,-81846
83842.59,-3.39,-81892
83885.1,-3.93,-81935
83928.76,-3.44,-81978
83970.3,-2.41,-82020
84011.68,-4.08,-82061
84053.99,-3.36,-82103
84097.09,-4.17,-82147
84141.94,-3.28,-82191
84184.4,-4.89,-82234
84231.46,-3.81,-82281
84276.48,-4.25,-82326
84322.04,-4.45,-82372
84367.27,-3.46,-82417
84411.01,-3.58,-82461
84454.52,-4.3,-82504
84499.51,-3.84,-82549
84543.97,-4.07,-82593
84588.88,-3.59,-82638
84631.81,-3.3,-82681
84674.46,-3.88,-82724
84718.63,-4.32,-82768
84765.08,-5.0,-82815
84812.61,-4.24,-82862
84858.24,-3.25,-82908
84902.82,-5.35,-82952
84951.34,-4.62,-83001
84999.28,-4.32,-83049
85045.87,-4.64,-83095
85093.45,-4.87,-83143
85142.02,-4.26,-83192
85187.62,-2.64,-83237
85229.18,-4.84,-83279
85275.85,-4.67,-83325
85323.7,-4.49,-83373
85371.13,-4.64,-83421
85419.4,-5.23,-83469
85467.76,-4.0,-83517
85515.35,-5.05,-83565
85563.7,-4.97,-83613
85613.15,-4.99,-83663
85661.99,-4.49,-83711
85710.04,-4.76,-83760
85758.88,-5.43,-83808
85809.58,-5.33,-83859
85860.64,-5.27,-83910
85911.49,-5.25,-83961
85961.51,-4.57,-84011
86010.16,-4.77,-84060
86058.78,-5.02,-84108
86107.56,-4.39,-84157
86156.61,-5.86,-84206
86208.29,-5.23,-84258
86259.86,-5.3,-84309
86310.98,-5.33,-84360
86361.87,-4.98,-84411
86412.92,-5.81,-84462
86465.54,-5.68,-84515
86519.18,-5.99,-84569
86573.83,-6.25,-84623
86629.75,-6.32,-84679
86685.53,-4.75,-84735
86735.4,-6.09,-84785
86790.24,-5.79,-84840
86844.16,-6.07,-84894
86898.84,-5.32,-84948
86951.92,-6.53,-85001
87007.78,-5.67,-85057
87063.12,-6.61,-85113
87120.96,-7.17,-85170
87182.13,-7.6,-85232
87246.05,-7.53,-85296
87309.76,-6.57,-85359
87368.07,-5.49,-85418
87423.1,-6.65,-85473
87480.84,-6.99,-85530
87541.26,-6.46,-85591
87599.33,-6.84,-85649
87657.58,-5.57,-85707
87714.2,-7.44,-85764
87773.63,-5.85,-85823
87830.63,-6.97,-85880
87890.56,-6.52,-85940
87948.52,-6.04,-85998
88004.3,-5.8,-86054
88058.91,-5.75,-86108
88114.14,-6.59,-86164
88171.78,-6.52,-86221
88229.79,-5.94,-86279
88285.91,-6.88,-86335
88345.53,-5.81,-86395
88401.2,-6.42,-86451
88459.3,-7.01,-86509
88518.37,-5.69,-86568
88574.45,-6.15,-86624
88630.63,-6.27,-86680
88687.61,-5.69,-86737
88741.86,-5.26,-86791
88794.09,-5.61,-86844
88847.46,-5.1,-86897
88899.35,-5.53,-86949
88952.11,-5.1,-87002
89005.1,-6.44,-87055
89061.89,-6.29,-87111
89118.81,-5.64,-87168
89174.12,-6.09,-87224
89230.18,-6.16,-87280
89286.44,-4.67,-87336
89336.43,-4.89,-87386
89386.87,-5.12,-87436
89438.34,-4.84,-87488
89488.66,-5.05,-87538
89539.94,-5.25,-87589
89592.45,-6.23,-87642
89649.56,-6.11,-87699
89705.06,-4.76,-87755
89756.82,-5.17,-87806
89808.44,-5.22,-87858
89860.99,-5.52,-87910
89913.45,-4.7,-87963
