Age,Temperature,Year
148527.38,-8.15,-146577
148633.21,-8.38,-146683
148741.38,-8.31,-146791
148848.56,-7.65,-146898
148950.67,-8.14,-147000
149056.53,-8.31,-147106
149163.91,-8.09,-147213
149270.29,-8.49,-147320
149379.13,-7.86,-147429
149483.1,-7.86,-147533
149586.36,-6.91,-147636
149681.76,-7.84,-147731
149784.28,-6.92,-147834
149879.69,-7.14,-147929
149976.26,-7.0,-148026
150072.01,-6.96,-148122
150167.3,-6.92,-148217
150262.65,-7.17,-148312
150359.52,-7.04,-148409
150456.37,-7.55,-148506
150556.77,-7.55,-148606
150657.5,-7.31,-148707
150756.83,-7.53,-148806
150857.41,-7.43,-148907
150957.8,-7.66,-149007
151059.95,-7.77,-149109
151162.85,-7.42,-149212
151263.09,-7.16,-149313
151362.24,-8.11,-149412
151466.83,-7.01,-149516
151565.24,-7.6,-149615
151666.72,-7.7,-149716
151769.62,-7.65,-149819
151872.44,-7.76,-149922
151976.19,-7.81,-150026
152080.58,-7.93,-150130
152185.98,-7.61,-150235
152288.6,-7.43,-150338
152389.48,-7.66,-150439
152492.51,-7.4,-150542
152593.06,-7.17,-150643
152689.37,-7.45,-150739
152790.71,-8.14,-150840
152897.5,-7.83,-150947
152991.1,-7.88,-151041
153096.36,-7.88,-151146
153202.22,-8.07,-151252
153310.43,-8.65,-151360
153422.81,-7.91,-151472
153529.74,-7.89,-151579
153635.79,-7.64,-151685
153741.13,-7.97,-151791
153848.38,-8.36,-151898
153960.09,-9.1,-152010
154078.44,-9.0,-152128
154196.16,-8.03,-152246
154304.79,-8.19,-152354
154414.54,-8.43,-152464
154526.69,-8.63,-152576
154641.09,-9.28,-152691
154762.49,-9.03,-152812
154881.66,-8.72,-152931
154997.75,-9.09,-153047
155117.23,-8.93,-153167
155235.39,-8.48,-153285
155348.89,-8.53,-153398
155463.6,-9.25,-153513
155584.38,-8.36,-153634
155697.02,-8.38,-153747
155809.76,-8.62,-153859
155925.0,-8.99,-153975
156044.35,-9.92,-154094
156174.46,-10.03,-154224
156306.11,-9.58,-154356
156436.08,-8.78,-154486
156553.92,-8.96,-154603
156673.8,-9.61,-154723
156799.4,-8.53,-154849
156915.27,-8.94,-154965
157031.77,-8.77,-155081
157149.25,-8.64,-155199
157266.61,-9.52,-155316
157391.97,-9.16,-155441
157513.31,-8.27,-155563
157627.02,-8.41,-155677
157741.52,-8.82,-155791
157855.97,-8.48,-155905
157971.5,-9.04,-156021
158091.86,-8.95,-156141
158192.98,-9.02,-156242
158292.68,-9.73,-156342
158396.62,-9.07,-156446
158496.96,-8.11,-156546
158607.08,-7.92,-156657
158712.9,-7.57,-156762
158813.38,-7.29,-156863
158911.21,-6.06,-156961
159010.3,-6.52,-157060
159104.7,-5.74,-157154
159200.15,-6.86,-157250
159298.05,-7.49,-157348
159386.75,-6.99,-157436
159490.19,-6.93,-157540
159588.11,-7.3,-157638
159691.68,-7.38,-157741
159795.89,-7.58,-157845
159897.37,-7.96,-157947
160002.24,-7.46,-158052
160106.21,-7.47,-158156
160208.88,-7.39,-158258
160323.39,-7.7,-158373
160432.21,-7.57,-158482
160539.02,-7.57,-158589
160643.55,-8.17,-158693
160756.11,-8.02,-158806
160867.92,-8.1,-158917
160980.62,-8.23,-159030
161097.39,-8.0,-159147
161210.3,-9.04,-159260
161329.57,-8.87,-159379
161443.49,-8.13,-159493
161558.41,-7.24,-159608
161662.78,-6.93,-159712
161763.84,-7.54,-159813
161876.68,-6.73,-159926
161974.2,-6.62,-160024
162076.83,-6.39,-160126
162177.84,-6.47,-160227
162277.77,-6.21,-160327
162375.33,-6.91,-160425
162475.81,-6.17,-160525
162570.0,-7.32,-160620
162671.68,-7.82,-160721
162774.87,-6.83,-160824
162877.02,-6.97,-160927
162979.02,-6.88,-161029
163080.44,-6.92,-161130
163182.4,-7.45,-161232
163289.11,-7.12,-161339
163393.18,-8.58,-161443
163505.99,-8.52,-161555
163622.8,-7.4,-161672
163730.5,-7.12,-161780
163835.49,-8.4,-161885
163952.94,-9.28,-162002
164074.02,-8.93,-162124
164197.89,-9.49,-162247
164327.68,-9.12,-162377
164453.36,-8.38,-162503
164571.96,-8.62,-162621
164692.16,-8.75,-162742
164813.84,-8.54,-162863
164933.53,-8.25,-162983
165050.91,-9.19,-163100
165176.9,-8.92,-163226
165297.25,-8.64,-163347
165417.21,-7.77,-163467
165529.99,-8.19,-163579
165646.16,-8.73,-163696
165767.76,-8.39,-163817
165886.54,-8.19,-163936
166002.68,-8.0,-164052
166118.58,-9.08,-164168
166244.85,-8.54,-164294
166358.39,-8.15,-164408
166473.6,-7.63,-164523
166585.04,-8.6,-164635
166705.86,-8.34,-164755
166824.45,-8.88,-164874
166941.45,-7.38,-164991
167050.09,-7.61,-165100
167160.56,-7.54,-165210
167270.75,-7.56,-165320
167380.35,-7.34,-165430
167481.76,-6.98,-165531
167586.25,-7.95,-165636
167700.3,-7.41,-165750
167809.47,-7.16,-165859
167915.27,-6.32,-165965
168015.21,-6.79,-166065
168116.65,-6.06,-166166
168213.28,-5.83,-166263
168308.97,-6.76,-166358
168413.05,-7.09,-166463
168515.76,-6.46,-166565
168616.22,-6.68,-166666
168719.12,-8.14,-166769
168830.35,-7.89,-166880
168937.37,-6.46,-166987
169037.52,-6.58,-167087
169138.66,-6.49,-167188
169239.08,-6.79,-167289
169342.63,-7.53,-167392
169453.34,-7.63,-167503
169565.09,-7.54,-167615
169675.45,-6.64,-167725
169778.28,-6.59,-167828
169880.75,-8.03,-167930
169996.22,-7.65,-168046
170109.4,-7.91,-168159
170225.84,-8.13,-168275
170343.25,-8.31,-168393
170456.88,-8.12,-168506
170569.22,-8.27,-168619
170682.07,-8.12,-168732
170799.11,-8.18,-168849
170915.5,-8.44,-168965
171035.62,-8.56,-169085
171156.54,-8.13,-169206
171275.38,-8.28,-169325
171394.94,-7.4,-169444
171505.34,-6.97,-169555
171609.92,-6.55,-169659
171711.65,-6.03,-169761
171810.25,-6.64,-169860
171911.82,-5.92,-169961
172008.9,-5.84,-170058
172105.57,-6.68,-170155
172208.27,-6.1,-170258
172308.25,-7.1,-170358
172414.67,-6.76,-170464
172520.35,-7.45,-170570
172631.56,-6.71,-170681
172748.74,-7.46,-170798
172861.26,-7.64,-170911
172975.64,-8.46,-171025
173097.28,-7.4,-171147
173210.29,-8.14,-171260
173328.58,-7.61,-171378
173443.04,-8.17,-171493
173564.64,-8.18,-171614
173685.23,-8.7,-171735
173811.07,-8.32,-171861
173933.42,-8.07,-171983
174052.7,-7.99,-172102
174171.28,-8.12,-172221
174291.02,-7.81,-172341
174410.3,-8.38,-172460
174528.41,-7.56,-172578
174642.74,-7.98,-172692
174760.52,-7.37,-172810
174873.75,-7.87,-172923
174990.85,-8.41,-173040
175113.36,-7.46,-173163
175227.74,-7.62,-173277
175342.69,-7.95,-173392
175461.49,-8.15,-173511
175582.48,-8.89,-173632
175712.01,-8.87,-173762
175841.95,-9.23,-173891
175975.71,-8.6,-174025
176103.0,-8.53,-174153
176229.25,-8.68,-174279
176357.3,-8.87,-174407
176487.41,-8.28,-174537
176610.21,-8.28,-174660
176727.95,-8.11,-174777
176848.35,-6.94,-174898
176958.0,-6.79,-175008
177064.61,-5.61,-175114
177165.03,-6.33,-175215
177268.14,-6.84,-175318
177375.16,-6.76,-175425
177478.13,-6.61,-175528
177584.24,-7.93,-175634
177700.73,-5.84,-175750
177801.12,-5.71,-175851
177898.52,-5.4,-175948
177993.81,-5.99,-176043
178095.48,-5.85,-176145
178194.86,-6.32,-176244
178298.39,-6.54,-176348
178404.2,-6.69,-176454
178510.56,-5.93,-176560
178612.71,-7.0,-176662
178722.15,-6.92,-176772
178832.31,-7.05,-176882
178943.87,-7.46,-176993
179060.36,-8.03,-177110
179182.42,-8.68,-177232
179307.78,-8.16,-177357
179432.47,-8.83,-177482
179562.13,-8.58,-177612
179694.34,-8.2,-177744
179818.61,-7.13,-177868
179933.56,-8.95,-177983
180062.66,-8.39,-178112
180190.69,-7.47,-178240
180309.0,-8.26,-178359
180434.81,-8.6,-178484
180565.71,-8.68,-178615
180697.67,-9.02,-178747
180829.29,-8.1,-178879
180956.06,-8.49,-179006
181085.85,-8.29,-179135
181214.64,-9.0,-179264
181350.54,-8.79,-179400
181484.37,-8.32,-179534
181602.64,-9.08,-179652
181729.28,-9.06,-179779
181868.11,-8.55,-179918
182000.8,-9.24,-180050
182132.54,-8.89,-180182
182269.3,-8.02,-180319
182407.78,-8.51,-180457
182533.53,-8.41,-180583
182662.72,-8.84,-180712
182798.21,-8.74,-180848
182929.21,-8.84,-180979
183062.43,-8.77,-181112
183195.26,-9.23,-181245
183331.57,-8.32,-181381
183461.43,-9.26,-181511
183597.68,-9.2,-181647
183739.84,-8.84,-181789
183877.17,-8.31,-181927
184009.06,-8.55,-182059
184143.08,-8.35,-182193
184275.78,-9.04,-182325
184415.96,-8.82,-182465
184554.18,-8.43,-182604
184688.18,-9.15,-182738
184831.1,-8.66,-182881
184967.92,-8.35,-183017
185101.01,-7.87,-183151
185228.55,-7.51,-183278
185352.96,-8.5,-183402
185487.49,-8.41,-183537
185621.86,-8.22,-183671
185754.59,-8.34,-183804
185888.45,-7.89,-183938
186017.04,-7.84,-184067
186145.2,-7.77,-184195
186272.59,-7.65,-184322
186398.05,-7.69,-184448
186512.46,-7.33,-184562
186633.77,-6.47,-184683
186747.92,-7.03,-184797
186866.91,-6.75,-184916
186983.86,-6.63,-185033
187099.43,-6.63,-185149
187213.8,-5.54,-185263
187319.62,-5.62,-185369
187425.08,-5.83,-185475
187532.08,-5.09,-185582
187632.92,-5.02,-185682
187732.5,-4.38,-185782
187826.4,-3.89,-185876
187916.37,-4.32,-185966
188009.06,-4.03,-186059
188101.98,-5.69,-186151
188207.41,-5.69,-186257
188314.39,-5.64,-186364
188421.57,-5.57,-186471
188528.47,-6.58,-186578
188644.2,-6.12,-186694
188756.6,-6.2,-186806
188871.96,-6.62,-186921
188989.36,-5.45,-187039
189095.21,-6.11,-187145
189207.23,-6.11,-187257
189320.41,-6.73,-187370
189439.25,-6.73,-187489
189558.41,-6.27,-187608
189673.87,-6.51,-187723
189791.18,-6.66,-187841
189911.43,-7.43,-187961
190039.01,-6.31,-188089
190155.29,-6.71,-188205
190275.63,-7.02,-188325
190400.39,-7.99,-188450
190535.98,-8.01,-188585
190671.9,-7.08,-188721
190799.2,-8.06,-188849
190936.15,-6.97,-188986
191061.4,-7.18,-189111
191188.48,-7.27,-189238
191316.5,-6.74,-189366
191439.6,-6.91,-189489
191563.54,-6.28,-189613
191682.22,-6.93,-189732
191805.57,-5.48,-189855
191916.53,-5.74,-189966
192025.56,-4.75,-190075
192126.87,-4.94,-190176
192230.54,-4.67,-190280
192332.48,-4.77,-190382
192435.47,-6.51,-190485
192555.87,-5.96,-190605
192672.45,-6.64,-190722
192794.68,-6.17,-190844
192912.71,-6.02,-190962
193028.83,-5.43,-191078
193139.7,-6.58,-191189
193263.63,-7.47,-191313
193396.15,-6.6,-191446
193520.51,-6.75,-191570
193645.85,-6.81,-191695
193769.64,-6.99,-191819
193897.45,-6.22,-191947
194019.1,-7.26,-192069
194149.4,-5.95,-192199
194268.64,-6.79,-192318
194394.53,-6.2,-192444
194515.2,-6.21,-192565
194635.71,-5.98,-192685
194753.67,-5.67,-192803
194869.91,-6.57,-192919
194993.69,-5.34,-193043
195105.27,-4.88,-193155
195213.3,-5.35,-193263
195324.42,-5.06,-193374
195433.88,-5.05,-193483
195545.48,-5.35,-193595
195641.75,-4.47,-193691
195742.78,-5.15,-193792
195852.63,-4.91,-193902
195960.94,-4.93,-194010
196067.99,-3.8,-194117
196168.07,-4.96,-194218
196274.9,-4.56,-194324
196377.64,-4.9,-194427
196482.82,-4.39,-194532
196579.29,-4.81,-194629
196686.04,-4.59,-194736
196791.59,-4.2,-194841
196893.44,-3.96,-194943
196993.14,-3.87,-195043
197091.97,-3.68,-195141
197189.19,-3.2,-195239
197282.3,-3.43,-195332
197377.34,-3.57,-195427
197473.61,-3.57,-195523
197568.64,-3.0,-195618
197656.14,-2.76,-195706
197745.34,-3.1,-195795
197837.64,-2.92,-195887
197928.56,-2.86,-195978
198018.89,-2.67,-196068
198107.5,-2.16,-196157
198193.02,-2.6,-196243
198281.72,-3.61,-196331
198376.03,-2.58,-196426
198465.41,-2.74,-196515
198554.01,-1.71,-196604
198636.5,-1.81,-196686
198715.02,-2.29,-196765
198800.28,-2.86,-196850
198890.81,-2.51,-196940
198978.77,-2.19,-197028
199064.66,-2.25,-197114
199150.84,-2.38,-197200
199237.93,-2.04,-197287
199322.99,-2.46,-197372
199410.42,-2.17,-197460
199496.55,-2.28,-197546
199583.29,-2.64,-197633
199672.9,-2.68,-197722
199761.5,-1.37,-197811
199842.91,-1.73,-197892
199925.53,-1.93,-197975
200009.94,-2.29,-198059
200096.31,-1.65,-198146
200179.37,-2.55,-198229
200268.32,-2.63,-198318
200358.35,-2.43,-198408
200447.88,-2.47,-198497
200536.85,-2.41,-198586
200624.18,-1.73,-198674
200708.42,-2.21,-198758
200794.88,-2.13,-198844
200881.4,-2.26,-198931
200968.91,-2.29,-199018
201055.81,-1.42,-199105
201137.77,-3.17,-199187
201233.02,-2.51,-199283
201323.51,-2.1,-199373
201408.79,-1.78,-199458
201492.84,-1.68,-199542
201576.81,-2.5,-199626
201666.59,-2.94,-199716
201759.97,-2.94,-199809
201854.21,-3.22,-199904
201950.24,-2.92,-200000
202044.91,-3.88,-200094
202147.22,-3.7,-200197
202248.57,-3.69,-200298
202349.5,-3.24,-200399
202447.3,-3.69,-200497
202548.88,-4.33,-200598
202656.05,-4.14,-200706
202761.63,-3.58,-200811
202864.19,-4.67,-200914
202974.79,-4.93,-201024
203089.07,-4.71,-201139
203200.94,-4.22,-201250
203309.94,-5.14,-201359
203426.42,-4.11,-201476
203534.14,-4.74,-201584
203647.03,-4.82,-201697
203760.59,-4.48,-201810
203871.22,-4.21,-201921
203979.96,-4.92,-202029
204097.05,-4.78,-202147
204210.51,-4.09,-202260
204318.55,-4.34,-202368
204427.84,-4.02,-202477
204537.4,-3.34,-202587
204637.44,-3.93,-202687
204743.29,-4.54,-202793
204854.46,-3.97,-202904
204960.51,-3.31,-203010
205061.47,-3.43,-203111
205163.67,-3.35,-203213
205264.41,-3.4,-203314
205365.24,-3.4,-203415
205465.31,-2.67,-203515
205561.83,-3.89,-203611
205665.2,-3.0,-203715
205763.59,-3.02,-203813
205861.57,-3.41,-203911
205962.55,-3.53,-204012
206064.71,-3.29,-204114
206165.81,-3.24,-204215
206265.64,-3.01,-204315
206363.72,-2.6,-204413
206458.14,-2.22,-204508
206551.56,-3.06,-204601
206649.43,-3.23,-204699
206748.79,-2.75,-204798
206845.18,-3.77,-204895
206949.26,-2.98,-204999
207047.5,-2.89,-205097
207144.5,-2.94,-205194
207241.94,-3.08,-205291
207340.62,-3.27,-205390
207441.1,-2.76,-205491
207537.09,-2.98,-205587
207634.47,-2.46,-205684
207723.51,-2.39,-205773
207815.47,-2.29,-205865
207908.01,-2.87,-205958
208003.91,-2.35,-206053
208097.37,-2.41,-206147
208190.27,-2.19,-206240
208281.48,-2.62,-206331
208376.01,-2.61,-206426
208470.86,-2.74,-206520
208565.7,-1.95,-206615
208655.37,-1.69,-206705
208742.7,-2.24,-206792
208834.05,-2.38,-206884
208926.02,-1.64,-206976
209013.15,-1.67,-207063
209100.38,-2.32,-207150
209191.96,-1.8,-207241
209280.33,-2.53,-207330
209373.59,-2.19,-207423
209464.08,-1.4,-207514
209550.36,-2.39,-207600
209642.22,-1.46,-207692
209728.06,-2.24,-207778
209817.94,-1.35,-207867
209903.5,-1.77,-207953
209990.59,-1.49,-208040
210075.56,-1.84,-208125
210157.3,-0.24,-208207
210234.38,-1.39,-208284
210318.62,-1.55,-208368
210403.83,-1.27,-208453
210487.55,-1.29,-208537
210571.5,-2.21,-208621
210657.64,-1.8,-208707
210745.52,-2.43,-208795
210838.26,-2.01,-208888
210926.96,-1.12,-208976
211009.92,-1.11,-209059
211092.26,-1.76,-209142
211179.75,-2.33,-209229
211270.07,-1.07,-209320
211353.56,-1.39,-209403
211437.58,-2.06,-209487
211527.34,-2.05,-209577
211616.18,-2.48,-209666
211700.88,-2.01,-209750
211785.85,-2.34,-209835
211877.57,-2.03,-209927
211966.95,-1.74,-210016
212054.57,-2.01,-210104
212143.33,-1.5,-210193
212229.4,-2.75,-210279
212323.59,-2.14,-210373
212415.06,-2.62,-210465
212508.98,-2.59,-210558
212602.59,-2.27,-210652
212691.51,-1.81,-210741
212779.11,-1.99,-210829
212867.77,-2.0,-210917
212957.1,-2.3,-211007
213048.09,-1.89,-211098
213136.43,-1.58,-211186
213222.87,-2.38,-211272
213313.82,-1.96,-211363
213402.92,-1.93,-211452
213491.44,-2.75,-211541
213583.31,-2.7,-211633
213678.46,-3.02,-211728
213775.21,-1.98,-211825
213864.29,-1.41,-211914
213949.33,-1.76,-211999
214036.09,-2.67,-212086
214126.86,-2.5,-212176
214219.1,-1.86,-212269
214308.39,-2.59,-212358
214401.17,-2.09,-212451
214491.25,-1.81,-212541
214579.87,-1.98,-212629
214667.48,-1.92,-212717
214755.5,-1.83,-212805
214842.78,-1.39,-212892
214924.22,-2.25,-212974
215011.3,-1.0,-213061
215093.09,-1.39,-213143
215176.32,-1.17,-213226
215258.47,-1.77,-213308
215341.56,-1.64,-213391
215427.75,-1.7,-213477
215513.82,-1.46,-213563
215598.84,-2.25,-213648
215686.51,-2.01,-213736
215775.5,-2.51,-213825
215865.62,-2.22,-213915
215956.43,-2.39,-214006
216048.53,-2.5,-214098
216141.7,-2.9,-214191
216238.39,-3.19,-214288
216337.82,-2.82,-214387
216433.94,-2.89,-214483
216530.57,-2.78,-214580
216626.57,-2.95,-214676
216724.55,-3.72,-214774
216828.31,-3.72,-214878
216930.47,-4.04,-214980
217038.2,-4.11,-215088
217147.06,-4.0,-215197
217255.48,-4.45,-215305
217367.12,-4.0,-215417
217475.13,-3.5,-215525
217579.58,-4.87,-215629
217695.95,-4.77,-215745
217812.26,-4.66,-215862
217927.29,-4.23,-215977
218038.5,-5.39,-216088
218162.74,-5.88,-216212
218291.67,-5.0,-216341
218411.63,-5.25,-216461
218533.93,-5.45,-216583
218659.82,-5.16,-216709
218781.98,-5.23,-216831
218904.05,-4.8,-216954
219022.22,-4.96,-217072
219140.01,-5.88,-217190
219269.81,-5.51,-217319
219393.56,-5.08,-217443
219515.07,-5.29,-217565
219637.42,-6.11,-217687
219771.27,-5.98,-217821
219904.18,-6.08,-217954
220039.88,-5.69,-218089
220169.75,-6.34,-218219
220306.44,-6.34,-218356
220444.28,-6.89,-218494
220589.13,-6.52,-218639
220729.55,-6.92,-218779
220874.86,-6.74,-218924
221018.74,-6.96,-219068
221165.77,-7.47,-219215
221318.89,-7.03,-219368
221469.22,-8.77,-219519
221638.7,-8.16,-219688
221809.46,-7.38,-219859
221962.84,-7.01,-220012
222113.18,-7.57,-220163
222275.61,-8.08,-220325
222441.0,-8.2,-220491
222609.3,-8.16,-220659
222776.86,-8.07,-220826
222946.98,-8.72,-220996
223118.99,-8.15,-221168
223286.96,-8.7,-221336
223459.94,-7.99,-221509
223627.35,-8.69,-221677
223804.4,-8.57,-221854
223977.25,-8.65,-222027
224154.52,-8.08,-222204
224324.64,-8.56,-222374
224501.03,-8.07,-222551
224669.27,-7.98,-222719
224837.83,-8.01,-222887
225003.38,-7.46,-223053
225165.21,-7.76,-223215
225331.11,-7.96,-223381
225499.44,-6.52,-223549
225649.09,-6.64,-223699
225799.0,-6.36,-223849
225944.22,-6.02,-223994
226085.07,-5.19,-224135
226215.22,-4.55,-224265
226342.16,-6.13,-224392
226488.87,-5.75,-224538
226627.85,-6.53,-224677
226773.83,-6.24,-224823
226917.85,-5.78,-224967
227059.7,-6.48,-225109
227211.34,-6.43,-225261
227362.86,-7.36,-225412
227526.01,-7.57,-225576
227691.88,-7.77,-225741
227862.43,-7.21,-225912
228026.48,-7.83,-226076
228199.31,-8.31,-226249
228380.32,-8.18,-226430
228560.25,-8.33,-226610
228742.62,-8.15,-226792
228922.58,-8.12,-226972
229101.82,-7.51,-227151
229272.16,-7.23,-227322
229438.21,-5.87,-227488
229584.72,-6.27,-227634
229736.18,-4.89,-227786
229872.37,-6.92,-227922
230032.31,-6.51,-228082
230188.95,-6.53,-228238
230346.7,-7.69,-228396
230521.5,-7.72,-228571
230697.78,-7.59,-228747
230872.46,-7.32,-228922
231047.11,-7.46,-229097
231219.97,-7.1,-229269
231388.02,-6.87,-229438
231552.26,-6.67,-229602
231713.95,-6.54,-229763
231873.51,-6.0,-229923
232026.46,-5.97,-230076
232181.67,-5.48,-230231
232327.99,-6.16,-230377
232482.61,-6.01,-230532
232636.03,-6.07,-230686
232790.58,-6.09,-230840
232945.48,-5.78,-230995
233096.58,-6.03,-231146
233250.71,-5.65,-231300
233400.57,-5.81,-231450
233551.46,-4.76,-231601
233690.53,-5.1,-231740
233831.18,-4.94,-231881
233971.34,-4.66,-232021
234108.7,-4.79,-232158
234247.42,-4.92,-232297
234388.0,-4.85,-232438
234527.99,-4.89,-232577
234668.27,-4.53,-232718
234804.88,-4.61,-232854
234941.85,-3.4,-232991
235065.23,-3.88,-233115
235192.9,-3.42,-233242
235316.06,-3.43,-233366
235439.18,-3.51,-233489
235563.09,-3.25,-233613
235684.86,-3.95,-233734
235813.89,-3.6,-233863
235939.84,-3.31,-233989
236061.38,-2.73,-234111
236177.55,-2.08,-234227
236289.79,-3.13,-234339
236409.37,-2.61,-234459
236524.75,-2.85,-234574
236641.6,-2.11,-234691
236751.76,-2.83,-234801
236867.76,-2.41,-234917
236981.06,-2.8,-235031
237097.88,-3.07,-235147
237217.02,-2.39,-235267
237332.04,-2.43,-235382
237444.89,-2.13,-235494
237555.58,-2.89,-235605
237672.66,-2.74,-235722
237789.96,-2.59,-235839
237904.05,-1.99,-235954
238013.03,-2.01,-236063
238121.97,-2.45,-236171
238234.9,-2.91,-236284
238352.28,-2.09,-236402
238462.71,-2.33,-236512
238574.29,-1.86,-236624
238685.39,-2.5,-236735
238789.06,-1.58,-236839
238896.14,-1.78,-236946
239000.45,-1.65,-237050
239110.97,-2.41,-237160
239225.07,-2.38,-237275
239328.05,-1.41,-237378
239439.38,-2.39,-237489
239553.24,-2.62,-237603
239663.37,-2.26,-237713
239768.89,-1.87,-237818
239865.71,-0.57,-237915
239961.05,-1.12,-238011
240060.53,-1.59,-238110
240163.42,-0.99,-238213
240262.43,-1.0,-238312
240360.41,-0.72,-238410
240456.85,-1.06,-238506
240555.48,-1.22,-238605
240655.15,-0.81,-238705
240751.53,-0.26,-238801
240843.63,-0.52,-238893
240937.25,-0.56,-238987
241030.95,-0.01,-239080
241120.22,0.29,-239170
241207.13,0.38,-239257
241293.16,0.38,-239343
241378.5,1.03,-239428
241460.79,0.09,-239510
241547.15,1.17,-239597
241627.9,0.51,-239677
241710.58,1.72,-239760
241787.32,2.46,-239837
241857.58,2.56,-239907
241927.53,2.2,-239977
241999.34,1.98,-240049
242071.74,2.73,-240121
242141.06,1.96,-240191
242213.98,2.21,-240263
242285.8,2.71,-240335
242354.7,2.31,-240404
242425.13,2.42,-240475
242495.58,2.06,-240545
242568.17,1.84,-240618
242641.94,1.91,-240691
242715.48,1.89,-240765
242789.15,1.08,-240839
242867.16,2.2,-240917
242939.88,1.81,-240989
243014.16,1.57,-241064
243089.61,1.14,-241139
243168.78,0.74,-241218
243250.18,0.63,-241300
243332.67,0.36,-241382
243414.48,1.01,-241464
243494.51,0.99,-241544
243574.02,1.19,-241624
243653.0,0.87,-241703
243735.37,0.21,-241785
243821.33,-0.12,-241871
243909.48,-0.21,-241959
243998.59,-0.36,-242048
244088.91,-1.25,-242138
244187.17,-1.66,-242237
244289.39,-2.32,-242339
244397.96,-2.13,-242447
244504.55,-1.83,-242554
244609.28,-2.41,-242659
244718.24,-2.42,-242768
244828.45,-3.05,-242878
244944.32,-2.83,-242994
245058.93,-3.21,-243108
245176.97,-3.45,-243226
245297.8,-3.43,-243347
245419.84,-4.49,-243469
245551.56,-3.77,-243601
245677.42,-4.22,-243727
245808.2,-5.07,-243858
245948.01,-4.42,-243998
246081.73,-5.22,-244131
246225.09,-5.68,-244275
246374.64,-5.92,-244424
246528.04,-6.4,-244578
246688.22,-7.56,-244738
246861.65,-6.94,-244911
247031.07,-6.8,-245081
247198.24,-7.22,-245248
247365.64,-6.01,-245415
247521.74,-5.52,-245571
247676.94,-5.99,-245726
247832.06,-6.58,-245882
247991.75,-5.67,-246041
248142.37,-5.66,-246192
248292.75,-5.6,-246342
248442.64,-6.29,-246492
248601.65,-5.85,-246651
248755.4,-5.97,-246805
248911.13,-6.65,-246961
249075.47,-6.26,-247125
249235.43,-6.32,-247285
249396.28,-6.95,-247446
249566.34,-6.91,-247616
249736.38,-7.43,-247786
249914.66,-7.32,-247964
250091.73,-7.93,-248141
250278.5,-7.29,-248328
250455.82,-7.76,-248505
250636.52,-7.8,-248686
250821.55,-7.49,-248871
251002.02,-7.46,-249052
251181.69,-7.45,-249231
251357.62,-7.23,-249407
251533.54,-7.54,-249583
251718.7,-8.29,-249768
251915.34,-8.57,-249965
252115.06,-8.28,-250165
252310.36,-8.12,-250360
252503.06,-8.33,-250553
252698.7,-7.6,-250748
252883.02,-8.33,-250933
253078.97,-7.89,-251128
253268.84,-8.48,-251318
253467.9,-8.38,-251517
253665.28,-7.68,-251715
253851.57,-7.55,-251901
254035.04,-7.48,-252085
254216.99,-7.17,-252266
254394.82,-7.99,-252444
254585.94,-8.2,-252635
254781.1,-7.77,-252831
254968.85,-7.47,-253018
255152.22,-7.85,-253202
255341.35,-7.88,-253391
255531.37,-7.72,-253581
255719.46,-8.92,-253769
255917.43,-7.99,-253967
256110.01,-7.71,-254160
256297.65,-7.69,-254347
256480.06,-7.12,-254530
256657.57,-6.99,-254707
256833.37,-7.68,-254883
257019.86,-7.16,-255069
257198.65,-6.93,-255248
257374.62,-8.13,-255424
257568.36,-7.29,-255618
257750.07,-6.98,-255800
257926.34,-7.17,-255976
258104.86,-6.82,-256154
258278.43,-6.59,-256328
258447.98,-6.02,-256497
258610.03,-6.7,-256660
258781.29,-7.43,-256831
258964.56,-7.2,-257014
259145.11,-7.51,-257195
259331.14,-8.38,-257381
259531.86,-7.36,-257581
259715.75,-7.27,-257765
259897.91,-7.35,-257947
260085.27,-7.99,-258135
260280.53,-8.42,-258330
260483.39,-7.96,-258533
260678.54,-8.06,-258728
260873.94,-6.68,-258923
261048.58,-7.29,-259098
261231.22,-7.01,-259281
261410.54,-7.46,-259460
261596.83,-7.95,-259646
261792.22,-8.35,-259842
261995.07,-7.87,-260045
262189.71,-7.41,-260239
262376.1,-7.53,-260426
262564.88,-7.86,-260614
262758.2,-7.0,-260808
262938.93,-7.91,-260988
263134.47,-7.04,-261184
263314.53,-6.2,-261364
263482.53,-6.16,-261532
263649.0,-6.17,-261699
263816.52,-6.9,-261866
263994.25,-6.54,-262044
264167.67,-6.83,-262217
264345.41,-7.31,-262395
264531.19,-6.98,-262581
264711.85,-6.72,-262761
264888.7,-7.39,-262938
265076.82,-7.45,-263126
265266.34,-7.52,-263316
265456.84,-7.24,-263506
265643.33,-7.54,-263693
265833.9,-7.76,-263883
266035.7,-7.81,-264085
266239.95,-8.29,-264289
266458.95,-8.15,-264508
266674.79,-7.9,-264724
266880.29,-7.34,-264930
267076.8,-8.21,-265126
267285.05,-8.68,-265335
267500.34,-8.77,-265550
267717.99,-8.92,-265767
267938.62,-8.28,-265988
268146.85,-8.49,-266196
268359.2,-8.45,-266409
268571.47,-8.54,-266621
268785.44,-8.55,-266835
269000.34,-8.88,-267050
269221.57,-8.65,-267271
