Year,Month,Median montly series,Season,Avg,Avg_trend
1784,5,74.1,Spring,78.18333333333332,91.16388888888889
1784,6,144.5,Summer,78.18333333333332,90.19166666666668
1784,7,109.8,Summer,78.18333333333332,89.21944444444443
1784,8,111.6,Summer,78.18333333333332,88.24722222222222
1784,9,59.1,Autumn,78.18333333333332,87.27499999999999
1784,10,17.8,Autumn,78.18333333333332,86.30277777777776
1784,11,89.1,Autumn,78.18333333333332,85.33055555555556
1784,12,61.0,Winter,78.18333333333332,84.35833333333333
1785,1,64.9,Winter,75.11666666666666,83.71597222222222
1785,2,21.6,Winter,75.11666666666666,83.0736111111111
1785,3,17.1,Spring,75.11666666666666,82.43125
1785,4,23.4,Spring,75.11666666666666,81.78888888888888
1785,5,36.1,Spring,75.11666666666666,81.14652777777776
1785,6,43.3,Summer,75.11666666666666,80.50416666666666
1785,7,77.5,Summer,75.11666666666666,79.86180555555555
1785,8,196.5,Summer,75.11666666666666,79.21944444444445
1785,9,126.2,Autumn,75.11666666666666,78.57708333333333
1785,10,123.5,Autumn,75.11666666666666,77.93472222222222
1785,11,102.8,Autumn,75.11666666666666,77.2923611111111
1785,12,68.5,Winter,75.11666666666666,76.64999999999999
1786,1,90.1,Winter,80.70833333333333,76.75520833333333
1786,2,32.0,Winter,80.70833333333333,76.86041666666667
1786,3,35.8,Spring,80.70833333333333,76.96562499999999
1786,4,25.2,Spring,80.70833333333333,77.07083333333333
1786,5,83.3,Spring,80.70833333333333,77.17604166666666
1786,6,70.7,Summer,80.70833333333333,77.28124999999999
1786,7,63.9,Summer,80.70833333333333,77.38645833333332
1786,8,130.7,Summer,80.70833333333333,77.49166666666666
1786,9,176.3,Autumn,80.70833333333333,77.596875
1786,10,73.6,Autumn,80.70833333333333,77.70208333333333
1786,11,83.3,Autumn,80.70833333333333,77.80729166666666
1786,12,103.6,Winter,80.70833333333333,77.9125
1787,1,25.8,Winter,93.31666666666666,78.67083333333333
1787,2,73.9,Winter,93.31666666666666,79.42916666666666
1787,3,82.9,Spring,93.31666666666666,80.18749999999999
1787,4,43.7,Spring,93.31666666666666,80.94583333333333
1787,5,51.5,Spring,93.31666666666666,81.70416666666667
1787,6,69.4,Summer,93.31666666666666,82.46249999999999
1787,7,171.3,Summer,93.31666666666666,83.22083333333333
1787,8,105.3,Summer,93.31666666666666,83.97916666666666
1787,9,52.6,Autumn,93.31666666666666,84.7375
1787,10,211.6,Autumn,93.31666666666666,85.49583333333332
1787,11,108.6,Autumn,93.31666666666666,86.25416666666666
1787,12,123.2,Winter,93.31666666666666,87.01249999999999
1788,1,67.6,Winter,58.083333333333336,86.06979166666666
1788,2,64.1,Winter,58.083333333333336,85.12708333333333
1788,3,57.2,Spring,58.083333333333336,84.184375
1788,4,51.6,Spring,58.083333333333336,83.24166666666666
1788,5,36.9,Spring,58.083333333333336,82.29895833333333
1788,6,44.6,Summer,58.083333333333336,81.35625
1788,7,115.7,Summer,58.083333333333336,80.41354166666666
1788,8,68.3,Summer,58.083333333333336,79.47083333333333
1788,9,77.4,Autumn,58.083333333333336,78.528125
1788,10,53.0,Autumn,58.083333333333336,77.58541666666666
1788,11,42.5,Autumn,58.083333333333336,76.64270833333333
1788,12,18.1,Winter,58.083333333333336,75.7
1789,1,87.6,Winter,101.41666666666667,76.0375
1789,2,114.4,Winter,101.41666666666667,76.375
1789,3,29.2,Spring,101.41666666666667,76.71249999999999
1789,4,71.8,Spring,101.41666666666667,77.05
1789,5,96.1,Spring,101.41666666666667,77.3875
1789,6,137.5,Summer,101.41666666666667,77.72500000000001
1789,7,144.8,Summer,101.41666666666667,78.0625
1789,8,28.0,Summer,101.41666666666667,78.4
1789,9,110.8,Autumn,101.41666666666667,78.7375
1789,10,154.6,Autumn,101.41666666666667,79.075
1789,11,97.4,Autumn,101.41666666666667,79.41250000000001
1789,12,144.8,Winter,101.41666666666667,79.75000000000001
1790,1,98.2,Winter,88.01666666666667,80.99722222222222
1790,2,33.8,Winter,88.01666666666667,82.24444444444445
1790,3,22.2,Spring,88.01666666666667,83.49166666666667
1790,4,37.0,Spring,88.01666666666667,84.7388888888889
1790,5,78.1,Spring,88.01666666666667,85.9861111111111
1790,6,98.2,Summer,88.01666666666667,87.23333333333335
1790,7,133.1,Summer,88.01666666666667,88.48055555555555
1790,8,99.3,Summer,88.01666666666667,89.72777777777777
1790,9,106.7,Autumn,88.01666666666667,90.97500000000001
1790,10,72.9,Autumn,88.01666666666667,92.22222222222223
1790,11,105.6,Autumn,88.01666666666667,93.46944444444443
1790,12,171.1,Winter,88.01666666666667,94.71666666666668
1791,1,150.1,Winter,92.68333333333334,94.35277777777777
1791,2,91.2,Winter,92.68333333333334,93.98888888888888
1791,3,45.6,Spring,92.68333333333334,93.625
1791,4,89.0,Spring,92.68333333333334,93.2611111111111
1791,5,60.1,Spring,92.68333333333334,92.89722222222223
1791,6,32.3,Summer,92.68333333333334,92.53333333333335
1791,7,107.9,Summer,92.68333333333334,92.16944444444444
1791,8,121.2,Summer,92.68333333333334,91.80555555555556
1791,9,46.7,Autumn,92.68333333333334,91.44166666666668
1791,10,106.8,Autumn,92.68333333333334,91.07777777777777
1791,11,140.1,Autumn,92.68333333333334,90.71388888888889
1791,12,121.2,Winter,92.68333333333334,90.35000000000001
1792,1,87.6,Winter,108.98333333333333,91.22361111111111
1792,2,86.3,Winter,108.98333333333333,92.09722222222223
1792,3,102.0,Spring,108.98333333333333,92.97083333333335
1792,4,119.0,Spring,108.98333333333333,93.84444444444445
1792,5,104.6,Spring,108.98333333333333,94.71805555555557
1792,6,60.2,Summer,108.98333333333333,95.59166666666668
1792,7,109.9,Summer,108.98333333333333,96.46527777777777
1792,8,167.4,Summer,108.98333333333333,97.33888888888889
1792,9,155.6,Autumn,108.98333333333333,98.21249999999999
1792,10,117.7,Autumn,108.98333333333333,99.08611111111111
1792,11,51.0,Autumn,108.98333333333333,99.95972222222223
1792,12,146.5,Winter,108.98333333333333,100.83333333333333
1793,1,75.4,Winter,79.53333333333333,100.28541666666666
1793,2,121.2,Winter,79.53333333333333,99.73750000000001
1793,3,94.5,Spring,79.53333333333333,99.18958333333335
1793,4,59.2,Spring,79.53333333333333,98.64166666666667
1793,5,40.1,Spring,79.53333333333333,98.09375
1793,6,68.7,Summer,79.53333333333333,97.54583333333333
1793,7,57.3,Summer,79.53333333333333,96.99791666666665
1793,8,112.6,Summer,79.53333333333333,96.44999999999999
1793,9,74.4,Autumn,79.53333333333333,95.90208333333332
1793,10,68.7,Autumn,79.53333333333333,95.35416666666667
1793,11,88.8,Autumn,79.53333333333333,94.80625000000002
1793,12,93.5,Winter,79.53333333333333,94.25833333333334
1794,1,48.2,Winter,103.04166666666667,94.01076388888889
1794,2,127.4,Winter,103.04166666666667,93.76319444444444
1794,3,64.3,Spring,103.04166666666667,93.515625
1794,4,108.8,Spring,103.04166666666667,93.26805555555556
1794,5,59.4,Spring,103.04166666666667,93.0204861111111
1794,6,32.1,Summer,103.04166666666667,92.77291666666667
1794,7,101.4,Summer,103.04166666666667,92.52534722222224
1794,8,102.6,Summer,103.04166666666667,92.27777777777777
1794,9,111.3,Autumn,103.04166666666667,92.03020833333335
1794,10,132.3,Autumn,103.04166666666667,91.78263888888888
1794,11,226.3,Autumn,103.04166666666667,91.53506944444445
1794,12,122.4,Winter,103.04166666666667,91.28750000000001
1795,1,71.2,Winter,91.33333333333333,91.77916666666665
1795,2,103.0,Winter,91.33333333333333,92.27083333333333
1795,3,85.5,Spring,91.33333333333333,92.7625
1795,4,91.0,Spring,91.33333333333333,93.25416666666666
1795,5,28.5,Spring,91.33333333333333,93.74583333333334
1795,6,101.9,Summer,91.33333333333333,94.23750000000001
1795,7,57.0,Summer,91.33333333333333,94.72916666666667
1795,8,64.7,Summer,91.33333333333333,95.22083333333335
1795,9,16.4,Autumn,91.33333333333333,95.71250000000002
1795,10,222.5,Autumn,91.33333333333333,96.20416666666667
1795,11,137.0,Autumn,91.33333333333333,96.69583333333334
1795,12,117.3,Winter,91.33333333333333,97.1875
1796,1,123.4,Winter,75.02499999999999,96.02013888888888
1796,2,72.0,Winter,75.02499999999999,94.85277777777777
1796,3,29.7,Spring,75.02499999999999,93.68541666666665
1796,4,40.5,Spring,75.02499999999999,92.51805555555556
1796,5,130.6,Spring,75.02499999999999,91.35069444444444
1796,6,59.4,Summer,75.02499999999999,90.18333333333332
1796,7,127.0,Summer,75.02499999999999,89.01597222222222
1796,8,20.7,Summer,75.02499999999999,87.8486111111111
1796,9,101.7,Autumn,75.02499999999999,86.68124999999999
1796,10,54.9,Autumn,75.02499999999999,85.51388888888887
1796,11,56.7,Autumn,75.02499999999999,84.34652777777777
1796,12,83.7,Winter,75.02499999999999,83.17916666666666
1797,1,62.8,Winter,88.63333333333333,83.06666666666665
1797,2,21.3,Winter,88.63333333333333,82.95416666666667
1797,3,68.1,Spring,88.63333333333333,82.84166666666665
1797,4,57.4,Spring,88.63333333333333,82.72916666666666
1797,5,97.8,Spring,88.63333333333333,82.61666666666666
1797,6,52.1,Summer,88.63333333333333,82.50416666666666
1797,7,95.7,Summer,88.63333333333333,82.39166666666665
1797,8,153.2,Summer,88.63333333333333,82.27916666666665
1797,9,125.5,Autumn,88.63333333333333,82.16666666666666
1797,10,100.0,Autumn,88.63333333333333,82.05416666666666
1797,11,98.9,Autumn,88.63333333333333,81.94166666666665
1797,12,130.8,Winter,88.63333333333333,81.82916666666667
1798,1,114.7,Winter,82.40833333333333,82.13680555555554
1798,2,49.4,Winter,82.40833333333333,82.44444444444444
1798,3,35.6,Spring,82.40833333333333,82.75208333333332
1798,4,69.2,Spring,82.40833333333333,83.05972222222222
1798,5,37.6,Spring,82.40833333333333,83.36736111111111
1798,6,50.4,Summer,82.40833333333333,83.675
1798,7,163.2,Summer,82.40833333333333,83.98263888888889
1798,8,73.2,Summer,82.40833333333333,84.29027777777777
1798,9,125.6,Autumn,82.40833333333333,84.59791666666666
1798,10,86.0,Autumn,82.40833333333333,84.90555555555555
1798,11,127.6,Autumn,82.40833333333333,85.21319444444444
1798,12,56.4,Winter,82.40833333333333,85.52083333333333
1799,1,67.8,Winter,89.63333333333333,85.5625
1799,2,111.8,Winter,89.63333333333333,85.60416666666667
1799,3,55.9,Spring,89.63333333333333,85.64583333333333
1799,4,119.4,Spring,89.63333333333333,85.6875
1799,5,59.2,Spring,89.63333333333333,85.72916666666667
1799,6,46.2,Summer,89.63333333333333,85.77083333333333
1799,7,74.2,Summer,89.63333333333333,85.8125
1799,8,142.0,Summer,89.63333333333333,85.85416666666667
1799,9,109.7,Autumn,89.63333333333333,85.89583333333333
1799,10,129.1,Autumn,89.63333333333333,85.9375
1799,11,101.1,Autumn,89.63333333333333,85.97916666666667
1799,12,59.2,Winter,89.63333333333333,86.02083333333333
1800,1,134.8,Winter,82.61666666666667,86.02951388888887
1800,2,47.6,Winter,82.61666666666667,86.03819444444444
1800,3,44.6,Spring,82.61666666666667,86.046875
1800,4,128.9,Spring,82.61666666666667,86.05555555555556
1800,5,77.3,Spring,82.61666666666667,86.0642361111111
1800,6,25.8,Summer,82.61666666666667,86.07291666666667
1800,7,27.8,Summer,82.61666666666667,86.08159722222221
1800,8,28.7,Summer,82.61666666666667,86.09027777777777
1800,9,127.9,Autumn,82.61666666666667,86.09895833333333
1800,10,127.9,Autumn,82.61666666666667,86.1076388888889
1800,11,115.0,Autumn,82.61666666666667,86.11631944444444
1800,12,105.1,Winter,82.61666666666667,86.125
1801,1,112.8,Winter,84.65833333333333,85.91770833333334
1801,2,77.2,Winter,84.65833333333333,85.71041666666667
1801,3,86.4,Spring,84.65833333333333,85.503125
1801,4,26.4,Spring,84.65833333333333,85.29583333333333
1801,5,66.0,Spring,84.65833333333333,85.08854166666667
1801,6,28.4,Summer,84.65833333333333,84.88125000000001
1801,7,148.3,Summer,84.65833333333333,84.67395833333333
1801,8,22.4,Summer,84.65833333333333,84.46666666666667
1801,9,110.7,Autumn,84.65833333333333,84.25937499999999
1801,10,132.1,Autumn,84.65833333333333,84.05208333333334
1801,11,107.7,Autumn,84.65833333333333,83.84479166666667
1801,12,97.5,Winter,84.65833333333333,83.6375
1802,1,66.8,Winter,89.78333333333335,83.93611111111112
1802,2,90.5,Winter,89.78333333333335,84.23472222222223
1802,3,46.3,Spring,89.78333333333335,84.53333333333333
1802,4,71.1,Spring,89.78333333333335,84.83194444444446
1802,5,26.9,Spring,89.78333333333335,85.13055555555556
1802,6,76.5,Summer,89.78333333333335,85.42916666666667
1802,7,172.4,Summer,89.78333333333335,85.72777777777777
1802,8,99.1,Summer,89.78333333333335,86.0263888888889
1802,9,62.5,Autumn,89.78333333333335,86.325
1802,10,147.6,Autumn,89.78333333333335,86.62361111111112
1802,11,72.2,Autumn,89.78333333333335,86.92222222222222
1802,12,145.5,Winter,89.78333333333335,87.22083333333335
1803,1,59.1,Winter,68.45833333333333,86.54583333333335
1803,2,74.8,Winter,68.45833333333333,85.87083333333334
1803,3,52.6,Spring,68.45833333333333,85.19583333333334
1803,4,57.5,Spring,68.45833333333333,84.52083333333333
1803,5,78.0,Spring,68.45833333333333,83.84583333333335
1803,6,64.1,Summer,68.45833333333333,83.17083333333333
1803,7,31.2,Summer,68.45833333333333,82.49583333333334
1803,8,77.2,Summer,68.45833333333333,81.82083333333334
1803,9,55.0,Autumn,68.45833333333333,81.14583333333334
1803,10,29.6,Autumn,68.45833333333333,80.47083333333333
1803,11,101.9,Autumn,68.45833333333333,79.79583333333333
1803,12,140.5,Winter,68.45833333333333,79.12083333333334
1804,1,158.4,Winter,95.64166666666667,79.36493055555556
1804,2,34.4,Winter,95.64166666666667,79.60902777777778
1804,3,126.3,Spring,95.64166666666667,79.853125
1804,4,58.5,Spring,95.64166666666667,80.09722222222221
1804,5,101.0,Spring,95.64166666666667,80.34131944444444
1804,6,63.1,Summer,95.64166666666667,80.58541666666666
1804,7,82.6,Summer,95.64166666666667,80.82951388888888
1804,8,134.3,Summer,95.64166666666667,81.0736111111111
1804,9,36.7,Autumn,95.64166666666667,81.31770833333333
1804,10,160.7,Autumn,95.64166666666667,81.56180555555555
1804,11,102.2,Autumn,95.64166666666667,81.80590277777777
1804,12,89.5,Winter,95.64166666666667,82.05
1805,1,110.1,Winter,75.84166666666667,82.3576388888889
1805,2,73.7,Winter,75.84166666666667,82.66527777777777
1805,3,73.7,Spring,75.84166666666667,82.97291666666666
1805,4,34.6,Spring,75.84166666666667,83.28055555555555
1805,5,60.1,Spring,75.84166666666667,83.58819444444444
1805,6,52.8,Summer,75.84166666666667,83.89583333333333
1805,7,132.0,Summer,75.84166666666667,84.20347222222223
1805,8,100.1,Summer,75.84166666666667,84.5111111111111
1805,9,91.9,Autumn,75.84166666666667,84.81875000000001
1805,10,39.1,Autumn,75.84166666666667,85.12638888888888
1805,11,25.5,Autumn,75.84166666666667,85.43402777777777
1805,12,116.5,Winter,75.84166666666667,85.74166666666667
1806,1,132.1,Winter,96.575,85.78055555555555
1806,2,84.6,Winter,96.575,85.81944444444444
1806,3,45.2,Spring,96.575,85.85833333333333
1806,4,37.1,Spring,96.575,85.89722222222223
1806,5,92.7,Spring,96.575,85.93611111111112
1806,6,39.4,Summer,96.575,85.97500000000001
1806,7,104.3,Summer,96.575,86.0138888888889
1806,8,112.4,Summer,96.575,86.05277777777779
1806,9,88.1,Autumn,96.575,86.09166666666668
1806,10,76.5,Autumn,96.575,86.13055555555555
1806,11,179.6,Autumn,96.575,86.16944444444444
1806,12,166.9,Winter,96.575,86.20833333333333
1807,1,67.3,Winter,90.52499999999999,86.82013888888889
1807,2,76.0,Winter,90.52499999999999,87.43194444444445
1807,3,25.0,Spring,90.52499999999999,88.04375
1807,4,50.0,Spring,90.52499999999999,88.65555555555557
1807,5,111.9,Spring,90.52499999999999,89.2673611111111
1807,6,55.4,Summer,90.52499999999999,89.87916666666666
1807,7,104.3,Summer,90.52499999999999,90.49097222222223
1807,8,127.1,Summer,90.52499999999999,91.10277777777777
1807,9,168.4,Autumn,90.52499999999999,91.71458333333332
1807,10,136.9,Autumn,90.52499999999999,92.32638888888887
1807,11,91.2,Autumn,90.52499999999999,92.93819444444443
1807,12,72.8,Winter,90.52499999999999,93.55
1808,1,71.9,Winter,85.56666666666666,93.09131944444444
1808,2,55.4,Winter,85.56666666666666,92.63263888888889
1808,3,17.5,Spring,85.56666666666666,92.17395833333332
1808,4,66.7,Spring,85.56666666666666,91.71527777777777
1808,5,86.3,Spring,85.56666666666666,91.2565972222222
1808,6,63.7,Summer,85.56666666666666,90.79791666666667
1808,7,135.5,Summer,85.56666666666666,90.33923611111112
1808,8,150.9,Summer,85.56666666666666,89.88055555555555
1808,9,58.5,Autumn,85.56666666666666,89.421875
1808,10,140.7,Autumn,85.56666666666666,88.96319444444443
1808,11,105.8,Autumn,85.56666666666666,88.50451388888888
1808,12,73.9,Winter,85.56666666666666,88.04583333333333
1809,1,126.9,Winter,97.00833333333333,88.31597222222223
1809,2,98.9,Winter,97.00833333333333,88.58611111111111
1809,3,40.7,Spring,97.00833333333333,88.85624999999999
1809,4,66.4,Spring,97.00833333333333,89.12638888888888
1809,5,83.8,Spring,97.00833333333333,89.39652777777776
1809,6,86.1,Summer,97.00833333333333,89.66666666666664
1809,7,59.4,Summer,97.00833333333333,89.93680555555557
1809,8,202.6,Summer,97.00833333333333,90.20694444444445
1809,9,132.7,Autumn,97.00833333333333,90.47708333333333
1809,10,55.9,Autumn,97.00833333333333,90.7472222222222
1809,11,69.8,Autumn,97.00833333333333,91.0173611111111
1809,12,140.9,Winter,97.00833333333333,91.28750000000001
1810,1,71.3,Winter,83.68333333333334,91.20902777777779
1810,2,56.2,Winter,83.68333333333334,91.13055555555555
1810,3,88.4,Spring,83.68333333333334,91.05208333333331
1810,4,44.2,Spring,83.68333333333334,90.9736111111111
1810,5,26.1,Spring,83.68333333333334,90.89513888888888
1810,6,42.2,Summer,83.68333333333334,90.81666666666666
1810,7,122.5,Summer,83.68333333333334,90.73819444444445
1810,8,107.4,Summer,83.68333333333334,90.65972222222223
1810,9,73.3,Autumn,83.68333333333334,90.58125000000001
1810,10,91.4,Autumn,83.68333333333334,90.50277777777778
1810,11,139.6,Autumn,83.68333333333334,90.42430555555553
1810,12,141.6,Winter,83.68333333333334,90.34583333333332
1811,1,74.4,Winter,96.925,90.34236111111112
1811,2,124.4,Winter,96.925,90.33888888888889
1811,3,76.8,Spring,96.925,90.33541666666666
1811,4,95.4,Spring,96.925,90.33194444444445
1811,5,129.1,Spring,96.925,90.32847222222222
1811,6,57.0,Summer,96.925,90.325
1811,7,64.0,Summer,96.925,90.32152777777776
1811,8,121.0,Summer,96.925,90.31805555555555
1811,9,48.8,Autumn,96.925,90.31458333333335
1811,10,134.9,Autumn,96.925,90.31111111111112
1811,11,121.0,Autumn,96.925,90.30763888888889
1811,12,116.3,Winter,96.925,90.30416666666666
1812,1,59.3,Winter,89.89166666666667,90.56284722222222
1812,2,132.7,Winter,89.89166666666667,90.82152777777776
1812,3,88.5,Spring,89.89166666666667,91.08020833333335
1812,4,41.0,Spring,89.89166666666667,91.3388888888889
1812,5,97.1,Spring,89.89166666666667,91.59756944444445
1812,6,83.1,Summer,89.89166666666667,91.85625
1812,7,82.0,Summer,89.89166666666667,92.11493055555555
1812,8,84.1,Summer,89.89166666666667,92.37361111111112
1812,9,80.9,Autumn,89.89166666666667,92.63229166666666
1812,10,170.4,Autumn,89.89166666666667,92.89097222222222
1812,11,116.5,Autumn,89.89166666666667,93.14965277777777
1812,12,43.1,Winter,89.89166666666667,93.40833333333335
1813,1,82.8,Winter,85.20833333333333,92.92013888888887
1813,2,138.0,Winter,85.20833333333333,92.43194444444443
1813,3,44.0,Spring,85.20833333333333,91.94375000000001
1813,4,58.3,Spring,85.20833333333333,91.45555555555553
1813,5,114.5,Spring,85.20833333333333,90.96736111111112
1813,6,49.1,Summer,85.20833333333333,90.47916666666667
1813,7,84.9,Summer,85.20833333333333,89.99097222222223
1813,8,38.9,Summer,85.20833333333333,89.50277777777778
1813,9,103.3,Autumn,85.20833333333333,89.01458333333333
1813,10,150.3,Autumn,85.20833333333333,88.52638888888889
1813,11,106.3,Autumn,85.20833333333333,88.03819444444444
1813,12,52.1,Winter,85.20833333333333,87.55
1814,1,29.7,Winter,88.18333333333334,87.47881944444445
1814,2,57.2,Winter,88.18333333333334,87.40763888888888
1814,3,44.5,Spring,88.18333333333334,87.33645833333333
1814,4,101.7,Spring,88.18333333333334,87.26527777777778
1814,5,50.8,Spring,88.18333333333334,87.19409722222223
1814,6,58.3,Summer,88.18333333333334,87.12291666666665
1814,7,77.3,Summer,88.18333333333334,87.05173611111111
1814,8,81.6,Summer,88.18333333333334,86.98055555555555
1814,9,39.2,Autumn,88.18333333333334,86.90937500000001
1814,10,137.7,Autumn,88.18333333333334,86.83819444444443
1814,11,191.7,Autumn,88.18333333333334,86.76701388888888
1814,12,188.5,Winter,88.18333333333334,86.69583333333333
1815,1,48.8,Winter,86.48333333333333,86.74895833333333
1815,2,90.3,Winter,86.48333333333333,86.80208333333333
1815,3,111.0,Spring,86.48333333333333,86.85520833333334
1815,4,39.4,Spring,86.48333333333333,86.90833333333335
1815,5,95.5,Spring,86.48333333333333,86.96145833333334
1815,6,82.0,Summer,86.48333333333333,87.01458333333333
1815,7,52.9,Summer,86.48333333333333,87.06770833333333
1815,8,100.7,Summer,86.48333333333333,87.12083333333334
1815,9,121.4,Autumn,86.48333333333333,87.17395833333335
1815,10,133.9,Autumn,86.48333333333333,87.22708333333333
1815,11,83.0,Autumn,86.48333333333333,87.28020833333333
1815,12,78.9,Winter,86.48333333333333,87.33333333333333
1816,1,73.4,Winter,97.09166666666668,87.70451388888888
1816,2,43.1,Winter,97.09166666666668,88.07569444444444
1816,3,68.7,Spring,97.09166666666668,88.44687499999999
1816,4,61.8,Spring,97.09166666666668,88.81805555555557
1816,5,103.7,Spring,97.09166666666668,89.18923611111113
1816,6,76.9,Summer,97.09166666666668,89.56041666666668
1816,7,163.1,Summer,97.09166666666668,89.93159722222224
1816,8,90.9,Summer,97.09166666666668,90.30277777777779
1816,9,136.3,Autumn,97.09166666666668,90.67395833333335
1816,10,146.8,Autumn,97.09166666666668,91.04513888888891
1816,11,64.1,Autumn,97.09166666666668,91.41631944444445
1816,12,136.3,Winter,97.09166666666668,91.78750000000001
1817,1,86.1,Winter,93.14166666666667,92.06493055555556
1817,2,111.8,Winter,93.14166666666667,92.34236111111113
1817,3,86.1,Spring,93.14166666666667,92.61979166666667
1817,4,8.9,Spring,93.14166666666667,92.89722222222224
1817,5,59.2,Spring,93.14166666666667,93.17465277777778
1817,6,106.2,Summer,93.14166666666667,93.45208333333335
1817,7,158.7,Summer,93.14166666666667,93.7295138888889
1817,8,157.6,Summer,93.14166666666667,94.00694444444446
1817,9,35.8,Autumn,93.14166666666667,94.28437500000001
1817,10,43.6,Autumn,93.14166666666667,94.56180555555557
1817,11,140.8,Autumn,93.14166666666667,94.83923611111112
1817,12,122.9,Winter,93.14166666666667,95.11666666666667
1818,1,151.3,Winter,100.07499999999999,95.24097222222223
1818,2,84.1,Winter,100.07499999999999,95.36527777777779
1818,3,153.7,Spring,100.07499999999999,95.48958333333333
1818,4,135.7,Spring,100.07499999999999,95.61388888888888
1818,5,50.4,Spring,100.07499999999999,95.73819444444445
1818,6,68.4,Summer,100.07499999999999,95.8625
1818,7,79.3,Summer,100.07499999999999,95.98680555555553
1818,8,37.2,Summer,100.07499999999999,96.1111111111111
1818,9,121.3,Autumn,100.07499999999999,96.23541666666665
1818,10,129.7,Autumn,100.07499999999999,96.35972222222223
1818,11,110.5,Autumn,100.07499999999999,96.48402777777778
1818,12,79.3,Winter,100.07499999999999,96.60833333333333
1819,1,158.8,Winter,95.19166666666666,96.69374999999998
1819,2,121.1,Winter,95.19166666666666,96.77916666666668
1819,3,51.4,Spring,95.19166666666666,96.86458333333333
1819,4,68.5,Spring,95.19166666666666,96.94999999999999
1819,5,94.8,Spring,95.19166666666666,97.03541666666666
1819,6,102.8,Summer,95.19166666666666,97.12083333333332
1819,7,76.5,Summer,95.19166666666666,97.20625
1819,8,65.1,Summer,95.19166666666666,97.29166666666664
1819,9,82.3,Autumn,95.19166666666666,97.37708333333332
1819,10,110.8,Autumn,95.19166666666666,97.46249999999999
1819,11,88.0,Autumn,95.19166666666666,97.54791666666667
1819,12,122.2,Winter,95.19166666666666,97.63333333333333
1820,1,73.7,Winter,80.80833333333334,96.83055555555556
1820,2,39.8,Winter,80.80833333333334,96.02777777777777
1820,3,77.6,Spring,80.80833333333334,95.22499999999998
1820,4,39.8,Spring,80.80833333333334,94.42222222222222
1820,5,140.6,Spring,80.80833333333334,93.61944444444443
1820,6,66.9,Summer,80.80833333333334,92.81666666666666
1820,7,50.4,Summer,80.80833333333334,92.0138888888889
1820,8,125.1,Summer,80.80833333333334,91.21111111111111
1820,9,86.3,Autumn,80.80833333333334,90.40833333333335
1820,10,95.0,Autumn,80.80833333333334,89.60555555555555
1820,11,69.8,Autumn,80.80833333333334,88.80277777777776
1820,12,104.7,Winter,80.80833333333334,88.0
1821,1,57.7,Winter,90.79166666666667,87.81666666666666
1821,2,17.4,Winter,90.79166666666667,87.63333333333333
1821,3,117.7,Spring,90.79166666666667,87.45
1821,4,109.0,Spring,90.79166666666667,87.26666666666667
1821,5,59.9,Spring,90.79166666666667,87.08333333333333
1821,6,12.0,Summer,90.79166666666667,86.89999999999999
1821,7,55.6,Summer,90.79166666666667,86.71666666666668
1821,8,100.2,Summer,90.79166666666667,86.53333333333335
1821,9,124.2,Autumn,90.79166666666667,86.35000000000001
1821,10,102.4,Autumn,90.79166666666667,86.16666666666667
1821,11,156.9,Autumn,90.79166666666667,85.98333333333335
1821,12,176.5,Winter,90.79166666666667,85.8
1822,1,50.9,Winter,96.47500000000001,86.45277777777778
1822,2,107.7,Winter,96.47500000000001,87.10555555555555
1822,3,122.7,Spring,96.47500000000001,87.75833333333334
1822,4,69.5,Spring,96.47500000000001,88.41111111111111
1822,5,54.4,Spring,96.47500000000001,89.06388888888891
1822,6,34.7,Summer,96.47500000000001,89.71666666666668
1822,7,191.0,Summer,96.47500000000001,90.36944444444445
1822,8,104.2,Summer,96.47500000000001,91.02222222222223
1822,9,53.3,Autumn,96.47500000000001,91.675
1822,10,150.5,Autumn,96.47500000000001,92.32777777777778
1822,11,163.2,Autumn,96.47500000000001,92.98055555555557
1822,12,55.6,Winter,96.47500000000001,93.63333333333334
1823,1,81.9,Winter,97.45833333333333,93.91111111111111
1823,2,94.7,Winter,97.45833333333333,94.18888888888888
1823,3,85.4,Spring,97.45833333333333,94.46666666666668
1823,4,86.5,Spring,97.45833333333333,94.74444444444445
1823,5,126.3,Spring,97.45833333333333,95.02222222222223
1823,6,44.4,Summer,97.45833333333333,95.30000000000001
1823,7,164.9,Summer,97.45833333333333,95.57777777777778
1823,8,115.8,Summer,97.45833333333333,95.85555555555555
1823,9,90.1,Autumn,97.45833333333333,96.13333333333334
1823,10,87.7,Autumn,97.45833333333333,96.41111111111111
1823,11,52.6,Autumn,97.45833333333333,96.68888888888888
1823,12,139.2,Winter,97.45833333333333,96.96666666666668
1824,1,72.1,Winter,84.58333333333333,96.47118055555556
1824,2,52.8,Winter,84.58333333333333,95.97569444444444
1824,3,74.1,Spring,84.58333333333333,95.48020833333334
1824,4,55.8,Spring,84.58333333333333,94.98472222222223
1824,5,20.3,Spring,84.58333333333333,94.4892361111111
1824,6,54.8,Summer,84.58333333333333,93.99374999999999
1824,7,35.5,Summer,84.58333333333333,93.4982638888889
1824,8,58.9,Summer,84.58333333333333,93.00277777777778
1824,9,90.3,Autumn,84.58333333333333,92.50729166666667
1824,10,191.8,Autumn,84.58333333333333,92.01180555555554
